,idno,author.name,title,year,supergenre,genre,subgenre.cligs.important,author.country,author.viaf,author.bne,author.gender,title.main,title.viaf,title.bne,author.name.full,subtitle,availability,subgenre.cligs,genre.analyzed,genre.analyzed.cert,date.file,digital.source,digital.source.format,genre.subtitle,narrator,protagonist.gender,setting.type,form,publication,digital.source.idno,author.continent,authorText.group,authorText.subgroup,protagonist.name,protagonist.age,protagonist.socLevel,protagonist.profession,representation,setting.continent,setting.country,setting.settlement,setting.territory,text.movement,time.period,time.span,authorText.relation,end,time.year,keywords.cert,author.movement,author.submovement,author.date.birth,author.date.death,litHist.literaryQuality,litHist.brow,litHist.audience,author.litHist.pages,author.nonNovelGenre,litHist.pages,author.year.change,setting.settlement.represented.exist,setting.represented,MdLE,CoNSSA,CoNSSA.canon,HdLE,subgenre.lithist.MdLE,subgenre.lithist.HdLE,subgenre.edit.epublibre,subgenre.edit.amazon,subgenre.edit.wikidata,subgenre.edit.esdbpedia,subgenre.subtitle.bne,subgenre.subtitle.first.edition,subgenre.cluster,am.tokens,am.chars,am.divs,am.verses,am.sps,am.paragraphs,am.pds,am.numerals,am.puncts,am.blocks,am.chapters,am.shortStories,am.parts,am.sections,am.divisions,am.lg.poems,am.lg.stanzas,am.saids,am.narrative.ps,am.punctual.ss,len.abstract,am.fts,len.chapters.mean,len.chapters.std,len.chapters.median,len.chapters.iqr,am.conjunctions,am.determiners,am.nouns,am.verbs,am.adverbs,am.adjectives,am.adpositions,am.punctuations,am.pronouns,am.dates,am.numbers,am.interjections,am.ne.persons,am.ne.organizations,am.ne.locations,am.ne.others,am.ss,len.ss.mean,len.ss.std,len.ss.median,len.ss.iqr,am.ss.active.verbs.mean,am.ss.active.verbs.std,am.ss.active.verbs.median,am.ss.active.verbs.iqr,am.ws,am.ws.num.mean,am.ws.num.std,am.ws.num.median,am.ws.num.iqr,am.wnlex.noun.plants,am.wnlex.verb.communications,am.wnlex.noun.foods,am.wnlex.verb.possessions,am.wnlex.verb.cognitions,am.wnlex.noun.communications,am.wnlex.noun.states,am.wnlex.verb.statives,am.wnlex.noun.cognitions,am.wnlex.noun.times,am.wnlex.verb.bodys,am.wnlex.noun.persons,am.wnlex.adj.alls,am.wnlex.noun.quantitys,am.wnlex.noun.phenomenons,am.wnlex.verb.creations,am.wnlex.adj.perts,am.wnlex.adv.alls,am.wnlex.noun.processs,am.wnlex.noun.artifacts,am.wnlex.verb.perceptions,am.wnlex.noun.feelings,am.wnlex.verb.weathers,am.wnlex.noun.substances,am.wnlex.noun.shapes,am.wnlex.verb.competitions,am.wnlex.verb.motions,am.wnlex.noun.animals,am.wnlex.noun.acts,am.wnlex.noun.bodys,am.wnlex.noun.objects,am.wnlex.noun.motives,am.wnlex.verb.socials,am.wnlex.noun.groups,am.wnlex.verb.consumptions,am.wnlex.noun.possessions,am.wnlex.noun.Topss,am.wnlex.noun.relations,am.wnlex.noun.attributes,am.wnlex.verb.emotions,am.wnlex.noun.locations,am.wnlex.noun.events,am.wnlex.verb.contacts,am.wnlex.xxxs,am.wnlex.verb.changes,decade
ne0348,ne0348,WFFlorez,Columnas,1926,narrative,novela,fantastic,Spain,100256291,XX895627,male,Las siete columnas,1369145424597586831347,XX2451517,Wenceslao Fernández Flórez,Novela,restricted,"comedy,philosophical,fantastic",novela,,2017-08-25,#abbyy,html,novela,homodiegetic,male,rural,prose,book,,Europe,novelas humorísticas,,Florio Oliván,young,medium,unknown,non-realistic,Europe,Spain,Negrimia,Negrimia,modernista,contemporary,365,none,negative,19??,medium,avantgarde,4-modernista,1881,1964,,,,40,short-stories,0.2,0,False,Spain,True,True,False,True,novela fantástica,,"Filosófico, Sátira",,,,novela,novela,,67637,401282,16,0,0,1539,879,25,13740,1554,12,0,2,0,0,0,0,1121,660,4144,1232,0,32682.67,7900.63,29953.50,10769.50,4225,11072,14416,12421,3643,4130,8937,12502,5816,12,266,106,1067,222,212,107,2710,145.06,150.43,110.00,120.75,2.48,2.71,2.00,2.00,77546,,,,,92,1156,141,560,845,877,433,2925,751,407,459,1800,2960,107,128,647,82,1297,43,1280,483,473,50,201,30,106,890,194,1003,598,296,39,867,455,158,146,200,23,857,412,358,305,588,51149,675,1920
ne0349,ne0349,Carrere,AmorSacrificio,1927,narrative,novela,social,Spain,69147939,XX1156113,male,Amor de sacrificio,,XX2387280,Emilio Carrère,Novela,restricted,"realist,social",novela,,2017-12-15,#abbyy,html,,heterodiegetic,male,?,prose,book,,Europe,,,?,?,?,?,realistic,Europe,Spain,?,?,,contemporary,,none,negative,19??,low,modernism,4-modernista,1872,1947,,,,4,poetry,0.2,0,True,Spain,True,True,False,False,novela lírica,,,,,,,,bucólica,8158,48867,11,8,0,322,99,20,1681,340,6,0,0,0,0,6,0,103,223,551,37,0,8262.17,2772.03,7534.50,4098.75,522,1479,2031,1243,304,812,1115,1545,483,2,33,12,173,28,32,12,407,119.99,84.41,96.00,95.00,1.75,1.35,1.00,1.00,9581,,,,,21,70,18,37,68,131,63,289,87,86,79,309,571,3,16,64,25,131,7,147,81,51,15,12,17,13,125,20,88,95,34,6,42,47,20,18,38,1,102,43,37,36,51,6287,79,1920
ne0352,ne0352,Domenchina,TunicaNeso,1929,narrative,novela,naturalist,Spain,38233659,XX904038,male,La túnica de Neso,,bimo0000791734,Juan José Domenchina,,restricted,"social,naturalist",novela,,2018-02-14,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,,,Arturo Carvajal,adult,?,?,realistic,Europe,Spain,Madrid,Castilla,,contemporary,?,none,negative,19??,low,avantgarde,vanguardista,1898,1959,low,,,6,poetry,0.2,0,True,Madrid,True,True,False,True,,,,Humor,,,,,bucólica,109969,657347,38,51,0,2938,1454,52,34339,3020,7,0,0,25,0,5,0,1936,1484,10597,350,12,96066.29,53296.22,105039.00,70530.00,1709,4173,6695,4731,1407,1962,3393,9143,2783,2,71,234,827,128,203,61,2215,76.25,88.17,52.00,70.00,1.57,1.64,1.00,1.00,36303,,,,,38,654,97,164,261,295,163,1067,271,91,189,756,1048,30,42,201,49,417,18,373,144,136,27,141,27,29,242,140,233,426,129,7,183,45,69,19,44,6,319,132,87,121,251,26884,238,1920
ne0354,ne0354,Serna,Acueducto,1922,narrative,novela,fantastic,Spain,68929740,XX927011,male,El secreto del Acueducto,,XX2499137,Ramón Gómez de la Serna,,restricted,"sentimental,fantastic",novela,,2017-12-07,#abbyy,html,,homodiegetic,male,small-city,prose,book,,Europe,novelas de plenitud,Comienzos de la etapa de plenitud,Pablo,adult,high,lord,non-realistic,Europe,Spain,Segovía,Castilla,,contemporary,,none,?,19??,medium,avantgarde,4-modernista,1888,1963,,,,38,essay,0.2,1920,True,Segovía,True,True,False,True,,,,,,,,,bucólica,44906,254645,30,6,0,1472,445,59,6881,1509,24,0,0,3,0,3,0,358,1027,2289,696,3,10868.21,5576.82,10398.50,8114.00,3068,8044,9988,7962,1973,2601,6759,6251,4156,29,143,20,520,232,260,76,1490,173.38,169.76,126.50,139.75,3.04,3.04,2.00,3.00,50994,,,,,54,532,188,325,398,395,231,2152,364,677,353,770,1866,54,108,316,62,742,21,1452,625,167,27,180,42,55,667,160,489,413,408,6,395,218,145,33,78,16,509,171,357,210,444,33610,509,1920
ne0355,ne0355,Serna,Chalet,1923,narrative,novela,sentimental,Spain,68929740,XX927011,male,El chalet de las rosas,309278006,XX2499074,Ramón Gómez de la Serna,,restricted,"crime-fiction,sentimental",novela,,2017-12-07,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,novelas de plenitud,Comienzos de la etapa de plenitud,Roberto,adult,high,lord,realistic,Europe,France,París,Isla de Francia,,contemporary,,none,negative,18??,medium,avantgarde,4-modernista,1888,1963,,,,38,essay,0.5,1920,True,París,True,True,False,True,novela policíaca,,,,,,,,,44765,256015,45,2,0,1425,460,56,7655,1470,39,0,3,2,0,1,0,522,965,2351,1155,2,6791.49,3863.20,5645.00,3887.00,2922,7524,9268,8620,2144,2331,6681,6785,4973,38,179,27,542,85,184,51,1496,174.52,178.02,123.00,139.00,3.06,3.41,2.00,3.00,51492,,,,,33,740,95,359,510,479,253,2308,363,472,418,1041,1700,45,66,289,49,821,13,1313,562,165,26,148,45,60,630,144,644,372,137,14,502,262,110,66,97,22,394,219,236,237,494,34057,482,1920
ne0356,ne0356,Serna,Quinta,1923,narrative,novela,sentimental,Spain,68929740,XX927011,male,La quinta de Palmyra,,XX2499129,Ramón Gómez de la Serna,,restricted,"memoir,sentimental",novela,,2017-12-07,#abbyy,html,,heterodiegetic,female,big-city,prose,book,,Europe,novelas de plenitud,Comienzos de la etapa de plenitud,Palmyra,adult,high,business owner,realistic,Europe,Portugal,Lisboa,Lisboa,,contemporary,,none,partial positive,18??,high,avantgarde,4-modernista,1888,1963,high,high,,38,essay,1.0,1920,True,Lisboa,True,True,True,True,biografía sensorial,,,,,,,,,44313,254655,30,11,0,1724,439,2,7474,1766,29,0,0,0,0,1,0,487,1285,2553,2006,0,9089.24,2968.91,7874.00,3408.00,2770,7945,10010,8133,2074,2559,6822,6580,4244,11,94,31,457,113,216,59,1711,151.25,153.38,112.00,111.00,2.59,2.89,2.00,2.00,51273,,,,,170,532,156,293,496,481,282,2062,389,531,393,763,1807,36,150,307,109,781,35,1551,504,241,58,145,71,59,742,202,531,373,432,7,401,180,139,31,86,15,445,253,219,209,489,33625,490,1920
ne0357,ne0357,Serna,Cinelandia,1923,narrative,novela,comedy,Spain,68929740,XX927011,male,Cinelandia,932150470085204330004,XX5027951,Ramón Gómez de la Serna,novela grande,restricted,"comedy,philosophical,modernist",novela,,2017-12-07,#abbyy,html,novela grande,heterodiegetic,female,big-city,prose,book,,Europe,novelas de plenitud,Otras novelas de la etapa de plenitud,Elisa Broters,?,medium,artist,non-realistic,America,United States of America,Cinelandia,California,,contemporary,,medium,?,18??,low,avantgarde,4-modernista,1888,1963,,,,38,essay,0.2,1920,True,Los Ángeles,True,True,False,True,novela multitudinaria,,,,,,novela grande,novela grande,,47921,280221,52,0,16,1700,279,7,6670,1766,42,0,0,9,0,0,0,342,1421,2386,387,9,6887.90,3047.18,6006.00,2491.00,2860,8685,10985,8115,1865,3453,7632,6121,4198,13,104,14,497,54,271,46,1855,152.31,118.56,127.00,116.00,2.39,2.15,2.00,2.00,54045,,,,,41,521,100,339,390,800,259,2374,573,343,406,1369,2427,40,123,378,95,650,24,1433,413,184,41,146,49,71,573,162,657,503,309,2,519,213,104,50,132,16,564,196,257,234,456,35026,483,1920
ne0358,ne0358,Serna,MujerAmbar,1927,narrative,novela,sentimental,Spain,68929740,XX927011,male,La mujer de ámbar,310211336,,Ramón Gómez de la Serna,,restricted,sentimental,novela,,2017-12-07,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,novelas de plenitud,Otras novelas de la etapa de plenitud,Lorenzo,adult,medium,?,realistic,Europe,Italy,Nápoles,Nápoles,,contemporary,,none,negative,18??,medium,avantgarde,4-modernista,1888,1963,,,,38,essay,0.2,1920,True,Nápoles,True,True,False,True,,,,,,,,,,48958,281581,44,0,0,1838,535,27,7225,1881,39,0,0,1,0,0,0,570,1303,2525,319,1,7423.33,2373.39,7829.00,3102.00,3291,8176,10905,8954,2138,2691,7886,6712,4747,41,119,35,738,96,230,43,1533,184.82,168.13,146.00,121.00,3.16,3.36,2.00,3.00,55695,,,,,40,723,114,296,608,509,374,2296,406,465,470,1139,1917,31,112,274,79,799,71,1287,497,310,58,147,44,90,701,131,639,373,290,13,504,331,109,34,142,18,592,287,323,263,439,36824,526,1920
ne0359,ne0359,Serna,Policefalo,1932,narrative,novela,social,Spain,68929740,XX927011,male,Policéfalo y señora,,XX2260341,Ramón Gómez de la Serna,Novela,restricted,"sentimental,social",novela,,2017-12-07,#abbyy,html,novela,heterodiegetic,male,big-city,prose,book,,Europe,novelas de plenitud,Últimas novelas,Perfecto Tully,adult,high,business owner,realistic,Europe,France,París,Isla de Francia,,contemporary,,none,?,18??,low,avantgarde,4-modernista,1888,1963,,,,38,essay,0.2,1920,True,París,True,True,False,True,,,,,,,novela,novela,,43845,253124,42,11,5,1825,739,12,7430,1881,36,0,0,1,0,2,0,815,1086,2634,458,1,7243.83,2969.92,6625.00,3037.25,2988,7337,9540,8242,2071,2479,6679,6558,4385,18,158,25,513,66,199,37,1343,190.00,183.31,139.00,140.50,3.39,3.74,2.00,3.00,50480,,,,,30,674,135,309,571,533,210,2151,430,368,443,1003,1734,43,103,316,179,678,19,1464,417,205,26,148,33,81,736,127,536,443,171,18,427,252,167,66,182,10,446,232,254,184,388,33106,432,1930
ne0360,ne0360,Serna,Rebeca,1936,narrative,novela,philosophical,Spain,68929740,XX927011,male,¡Rebeca!,210972074,XX2499133,Ramón Gómez de la Serna,,restricted,"science-fiction,sentimental,philosophical",novela,,2017-12-07,#abbyy,html,,heterodiegetic,male,?,prose,book,,Europe,novelas de plenitud,Últimas novelas,?,adult,?,?,non-realistic,Europe,?,?,?,,contemporary,,none,neutral,,medium,avantgarde,4-modernista,1888,1963,,,,38,essay,0.5,1920,True,?,True,True,False,True,novela de la nebulosa,,,,,,,,,62398,348239,58,0,0,2702,1146,25,9481,2758,52,0,0,3,0,0,0,1159,1556,3655,1183,3,6949.67,1693.07,6985.00,2227.00,4471,10741,13676,12404,2826,2664,9690,8299,6390,27,173,52,579,63,84,48,1944,181.54,196.41,133.00,127.25,3.31,4.00,2.00,3.00,71413,,,,,101,801,207,507,899,776,452,3555,621,634,674,1719,2000,61,139,423,80,783,22,2268,568,306,54,288,85,97,993,208,785,586,209,20,812,309,205,99,209,15,644,382,276,329,650,45903,658,1930
ne0361,ne0361,Serna,Novelista,1923,narrative,novela,autobiographical,Spain,68929740,XX927011,male,El novelista,207946821,,Ramón Gómez de la Serna,,restricted,"modernist,symbolic,autobiographical",novela,,2017-12-07,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,novelas de plenitud,Tres grandes creaciones,Andrés Castilla,adult,medium,writer,non-realistic,Europe,Spain,Madrid,Castilla,,contemporary,,high,positive,19??,medium,avantgarde,4-modernista,1888,1963,high,,,38,essay,1.0,1920,True,Madrid,True,True,False,False,,novela de artistas,,,,,,,,98804,561585,109,0,0,3381,255,89,15245,3483,47,0,0,56,0,0,0,274,3126,4088,1948,35,12409.96,8020.58,10667.00,7946.00,6466,17738,21376,18154,4410,5369,15333,13637,9844,43,368,65,908,123,348,91,3687,154.15,140.99,120.00,119.00,2.65,2.74,2.00,2.00,112803,,,,,121,1332,258,623,1070,1383,584,5027,938,1108,824,2656,3935,113,248,644,147,1617,48,3376,1117,434,117,325,135,144,1453,263,1121,857,459,22,1137,628,223,129,173,21,1039,466,582,493,928,73359,1126,1920
ne0362,ne0362,Serna,HongoGris,1928,narrative,novela,adventure,Spain,68929740,XX927011,male,El caballero del hongo gris,,,Ramón Gómez de la Serna,,restricted,"comedy,adventure",novela,,2017-12-15,#epublibre,epub,,heterodiegetic,male,big-city,prose,book,36374,Europe,,,Leonardo,adult,high,business owner,realistic,Europe,mixed,mixed,mixed,,contemporary,?,none,negative,19??,medium,avantgarde,4-modernista,1888,1963,,,,38,essay,0.2,1920,True,Europe,True,True,False,True,folletín,,"Humor, Sátira",,,Novela,,,,45085,260287,48,0,0,1709,782,27,7224,1756,44,0,0,1,0,0,0,852,927,2166,1443,1,5774.82,2931.38,4613.50,4720.50,2943,7137,9663,7985,1988,2348,6347,6678,4296,17,135,30,771,169,239,62,1321,189.38,168.24,147.00,139.00,3.32,3.54,2.00,3.00,49567,,,,,156,633,97,436,585,584,247,2292,430,359,380,1027,1773,62,71,347,71,714,13,1172,323,178,18,161,32,87,595,155,702,229,161,22,515,357,151,305,95,8,435,217,237,203,289,32249,393,1920
ne0363,ne0363,Serna,Nardo,1930,narrative,novela,social,Spain,68929740,XX927011,male,La Nardo,,bimo0000243243,Ramón Gómez de la Serna,Novela,restricted,"costumbrista,sentimental,social",novela,,2017-12-15,#epublibre,epub,Novela,heterodiegetic,female,big-city,prose,book,36375,Europe,últimas novelas,,Aurelia (Nardo),young,high,lord,realistic,Europe,Spain,Madrid,Madrid,,contemporary,,none,negative,192?,medium,avantgarde,4-modernista,1888,1963,low,,,38,essay,0.5,1920,True,Madrid,True,True,False,True,novela costumbrista,,"Drama, Humor",,,,Novela,,,55938,318428,72,0,0,2232,785,64,8291,2297,59,0,4,7,0,0,0,858,1447,2735,286,7,5596.58,4061.56,5106.00,2807.00,3811,9490,12670,10550,2374,2990,8856,8275,5551,27,187,35,802,202,330,62,1910,169.73,121.87,143.50,125.75,2.99,2.58,2.00,3.00,64816,,,,,90,859,159,424,715,726,361,2700,445,525,512,1254,2125,44,129,384,92,752,35,1464,519,342,57,189,68,124,841,222,875,558,303,13,584,276,123,75,117,22,667,341,364,308,534,42766,732,1930
ne0364,ne0364,Serrano,EugenioPrimavera,1938,narrative,novela,historical,Spain,113705841,XX939506,male,Eugenio o proclamación de la primavera,,XX2483971,Rafael García Serrano,Novela,restricted,"historical,philosophical,war-novel",novela,,2018-02-02,#other,pdf,novela,homodiegetic,male,big-city,prose,book,,Europe,,,Eugenio,young,medium,military personnel,realistic,Europe,Spain,Madrid,Castilla,,contemporary,365,high,partial negative,1935,medium,postwar,vanguardista,1917,1988,high,,,8,short-stories,0.5,0,True,Madrid,True,True,False,True,manifiesto lírico,,,,,,novela,,bucólica,11586,67774,51,9,0,198,69,24,2085,266,9,0,0,36,0,8,0,70,129,907,789,3,6965.78,1717.12,7036.00,2933.00,629,1755,2496,1753,458,676,1498,1858,767,42,78,10,241,65,101,36,731,82.50,61.74,68.00,67.50,1.39,1.28,1.00,1.00,12020,,,,,16,165,25,56,142,226,71,470,113,142,88,255,453,2,39,87,50,158,6,207,58,47,8,18,13,40,147,20,180,70,85,2,93,90,13,10,20,3,127,63,92,57,74,7819,100,1930
ne0365,ne0365,WFFlorez,BarbaAzul,1923,narrative,novela,fantastic,Spain,100256291,XX895627,male,El secreto de Barba Azul,,bimo0000861841,Wenceslao Fernández Flórez,novela,restricted,"philosophical,political-fiction,symbolic,fantastic",novela,,2017-12-15,#abbyy,html,novela,heterodiegetic,male,big-city,prose,book,,Europe,dos novelas fantásticas,,Mauricio Dosart,child,medium,?,non-realistic,other,Surlandia,Surlandia,Surlandia,,contemporary,21900,none,negative,19??,medium,avantgarde,4-modernista,1881,1964,high,,,40,short-stories,0.5,0,False,unknown,True,True,False,True,novela fantástica,,,,,,novela,novela,,78286,469467,17,0,0,2045,1198,25,17054,2058,13,0,0,3,0,0,0,1515,847,5322,1247,3,36947.85,12046.45,35931.00,7195.00,4708,13931,18150,14775,4143,4632,11126,15844,6593,17,425,141,1543,213,374,135,3711,129.62,110.68,102.00,113.00,2.25,1.98,2.00,2.00,94488,,,,,140,1477,152,567,1118,1199,560,3444,1016,612,528,2350,3379,84,178,688,100,1489,37,1768,703,497,62,272,50,151,1233,304,1017,804,523,31,1053,492,140,112,276,28,845,508,486,461,693,62020,840,1920
ne0370,ne0370,WFFlorez,NoFuimosGuerra,1930,narrative,novela,historical,Spain,100256291,XX895627,male,Los que no fuimos a la guerra,,XX2451499,Wenceslao Fernández Flórez,Novela. Apuntes para la historia de un pueblo español durante la guerra europea,restricted,"philosophical,war-novel,historical",novela,,2017-08-25,#abbyy,html,novela,autodiegetic,male,small-city,prose,book,,Europe,Otras novelas humorístico-satíricas,,Javier Velarde,adult,medium,?,realistic,Europe,Spain,Iberina,?,,contemporary,730,medium,neutral,191?,medium,avantgarde,4-modernista,1881,1964,,,,40,short-stories,0.5,0,False,Iberina,True,True,False,True,,,,"Política, Sociedad y ciencias sociales",,,novela,novela,,45472,273036,18,0,0,1204,627,17,10286,1221,15,0,0,0,0,0,0,758,577,2968,758,0,18560.40,3722.86,17298.00,4512.00,2987,7685,10323,8330,2631,2572,6614,9202,3855,11,311,124,851,292,355,93,2012,139.13,122.45,108.00,138.00,2.27,2.04,2.00,2.00,54645,,,,,44,902,122,403,667,720,275,1886,540,366,310,1209,1715,115,66,356,160,928,30,876,257,199,34,134,31,77,664,132,708,302,195,23,543,408,83,130,139,10,404,263,322,256,369,36770,502,1930
ne0373,ne0373,Hoyos,Monstruo,1915,narrative,novela,erotic,Spain,75550836,XX954380,male,El monstruo,58145663008605070616,XX2550634,Antonio de Hoyos y Vinent,,free,"crime-fiction,erotic",novela,,2017-12-15,#epublibre,epub,,heterodiegetic,female,big-city,prose,book,27362,Europe,,,Helena Fiorenzio,young,high,business owner,realistic,Europe,France,París,Isla de Francia,,contemporary,?,none,negative,19??,high,avantgarde,4-modernista,1885,1940,high,,,2,short-stories,0.5,0,True,París,True,True,False,False,novela erótica,,Drama,"Política, Sociedad y ciencias sociales",,,,,bucólica,35488,215326,16,12,0,499,148,2,6520,537,9,0,2,2,0,1,0,170,351,1366,81,2,24133.67,10762.19,23088.00,16179.00,2562,5601,8878,5025,1382,3717,5667,6455,2218,5,91,37,457,141,159,65,1153,190.03,155.12,150.00,173.00,2.37,1.97,2.00,2.00,41638,,,,,89,255,51,136,235,378,267,1029,432,198,247,702,2337,61,106,305,173,446,43,912,265,243,29,169,31,75,488,165,469,585,190,8,231,165,34,18,147,22,613,154,183,257,383,27997,314,1910
ne0378,ne0378,Arderius,JustoEvangelico,1929,narrative,novela,social,Spain,,,male,Justo el evangélico,,XX2281633,Joaquín Arderíus,Novela de sarcasmo social y cristiano,restricted,"comedy,social",novela,,2018-02-23,#abbyy,html,Novela de sarcasmo social y cristiano,heterodiegetic,male,rural,prose,book,,Europe,,,Justo,adult,medium,religious,neutral,Europe,Spain,Barnegre,?,,contemporary,365,none,negative,19??,medium,avantgarde,social-realista,1890,1969,,,,5,none,0.2,0,False,Spain,True,True,False,False,novela social,,,"Política, Sociedad y ciencias sociales",,,Novela de sarcasmo social y cristiano,Novela de sarcasmo social y cristiano,,55587,315374,179,0,0,3455,1480,21,14200,3633,27,0,2,145,0,0,0,1533,1975,5467,470,1,12635.04,10393.10,12341.00,15653.50,3887,8893,12901,11332,2536,2179,7666,13858,6316,16,242,203,1245,302,233,104,3775,84.57,86.29,64.00,74.00,1.65,1.91,1.00,1.00,70029,,,,,82,968,206,348,401,457,189,2937,395,376,508,1542,1406,77,126,426,95,864,52,1125,569,184,58,355,74,110,1079,584,519,988,682,12,550,251,219,33,125,8,485,254,204,245,669,48663,528,1920
ne0379,ne0379,Azorin,DonJuan,1922,narrative,novela,sentimental,Spain,2479761,XX825215,male,Don Juan,203165703,XX1873702,"Azorín, José Martínez Ruiz ",,restricted,"historical,philosophical,psicological,realist,social,sentimental",novela,,2018-04-14,#abbyy,html,novela,heterodiegetic,male,small-city,prose,book,,Europe,?,,Juan,adult,medium,lord,realistic,Europe,Spain,unknown,unknown,modernista,contemporary,365,none,positive,,medium,modernism,3-modernista,1873,1967,medium,,,107,essay,1.0,0,False,Spain,True,True,True,True,,,,"Antologías, Ficción clásica, Antologías",,,novela,novela,bucólica,16102,93053,45,27,0,446,188,77,3671,517,40,0,0,0,0,12,0,249,258,1238,2500,0,2310.28,752.21,2125.00,837.25,682,2856,4202,2780,541,1029,2194,3418,957,6,154,24,461,99,165,72,962,97.04,83.86,73.00,71.75,1.62,1.51,1.00,1.00,18843,,,,,43,334,35,55,89,209,50,844,108,165,131,600,750,31,31,105,28,174,4,574,161,44,22,62,29,19,318,50,138,181,79,0,129,101,19,34,40,4,181,44,160,54,145,12311,158,1920
ne0380,ne0380,Espinosa,Crimen,1934,narrative,novela,vanguardist,Spain,61601797,XX830087,male,Crimen,309368888,XX1961933,Agustín Espinosa,,free,"crime-fiction,vanguardist",novela,medium,2018-05-22,#abbyy,html,,autodiegetic,male,?,prose,book,,Europe,,,?,mature,medium,?,non-realistic,other,other,other,other,vanguardista,contemporary,365,none,negative,,medium,avantgarde,vanguardista,1897,1939,high,high,elite,10,essay,1.0,,False,other,True,True,True,True,"novela policíaca, novela fantástica, novela irreal",,,"Ensayos, Historia, teoría literaria y crítica,  Poesía; ",,,,,bucólica,7692,44485,31,0,0,188,13,16,1227,217,6,0,0,24,0,0,0,11,175,472,1442,0,7507.50,3890.27,6470.50,6413.00,442,1300,1804,1095,411,663,1206,1177,551,17,58,1,35,10,13,5,434,102.22,83.97,83.00,92.25,1.24,1.21,1.00,2.00,8725,,,,,19,45,16,21,55,77,55,316,41,103,43,179,458,9,27,56,31,143,3,283,51,25,10,38,5,7,96,71,117,165,70,1,71,44,12,2,22,4,56,17,56,45,61,5617,80,1930
ne0381,ne0381,Jarnes,LocuraNadie,1929,narrative,novela,philosophical,Spain,17339452,XX1126572,male,Locura y muerte de Nadie,,XX2276605,Benjamín Jarnés,Novela,restricted,"comedy,sentimental,philosophical",novela,,2018-04-12,#abbyy,html,novela,heterodiegetic,male,small-city,prose,book,,Europe,,,Juan Sánchez,adult,medium,?,realistic,Europe,Spain,Augusta,unknown,,contemporary,120,none,negative,19??,medium,avantgarde,vanguardista,1888,1949,high,high,elite,16,essay,1.0,0,False,Spain,True,True,True,True,,,,,,,novela,novela,,50029,302379,35,3,0,1534,804,61,12050,1566,21,0,0,7,0,1,0,930,730,4157,3456,7,14309.38,3387.71,13323.00,3539.00,2211,8312,11281,8895,2809,3505,7244,10906,4238,26,274,42,989,113,252,43,2964,101.50,91.61,79.00,88.00,1.69,1.54,1.00,1.00,59743,,,,,82,661,98,367,621,827,355,2031,617,447,300,1192,2373,91,122,352,141,1118,31,1091,387,223,41,139,62,74,910,107,609,499,213,15,591,406,111,72,127,24,701,273,196,303,438,39686,619,1920
ne0382,ne0382,JDFernandez,VenusMecanica,1929,narrative,novela,social,Spain,107010546,XX830113,male,La Venus mecánica,,bimo0000081645,José Díaz Fernández,,restricted,"realist,social",novela,,2018-01-11,#epublibre,epub,,heterodiegetic,female,big-city,prose,book,32885,Europe,,,Obdulia Sánchez,young,low,prostitute,realistic,Europe,Spain,Madrid,Castilla,,contemporary,365,high,neutral,1928,medium,avantgarde,social-realista,1898,1941,medium,,,5,essay,1.0,0,True,Madrid,True,True,True,True,,,"Drama, Realista",,,,,,,44793,262910,50,0,0,1703,1144,8,10647,1752,46,0,0,2,0,0,0,1221,559,4336,1791,2,5911.93,3059.23,5116.00,3998.00,2766,7310,10295,8223,2791,2733,6177,10638,4400,38,181,145,898,221,342,75,3179,84.77,60.42,71.00,75.00,1.58,1.21,1.00,1.00,55697,,,,,29,727,111,269,598,642,238,2269,474,431,376,1594,1925,39,78,324,137,1035,22,1262,297,255,18,118,36,85,699,115,598,403,170,16,474,296,114,50,132,13,424,311,201,239,396,37273,384,1920
ne0384,ne0384,Munilla,JuanSolo,1880,narrative,novela,realist,Spain,42728255,XX1129706,male,Don Juan Solo,,bimo0001263936,José Ortega Munilla,Relación contemporánea,free,"naturalist,social,realist",novela,,2018-03-05,#bne,pdf,,heterodiegetic,male,big-city,prose,book,,Europe,,,Juan Cláudio,adult,medium,?,realistic,Europe,Spain,Madrid,Castilla,,contemporary,1095,none,negative,18??,medium,realism,naturalista,1856,1922,high,,,16,short-stories,0.5,1884,True,Madrid,True,True,False,True,,,,"Ficción histórica, Literatura y ficción; Historia, Historia; Ficción, Europea, Antologías",,,,,,42324,242285,42,0,0,1067,635,52,11626,1141,39,0,0,2,0,0,0,713,432,3161,567,2,6349.67,3415.22,5542.00,4276.50,2655,6814,10703,7941,1945,2676,5296,8965,3498,18,275,156,1119,237,222,144,1505,165.18,176.24,110.00,153.00,3.26,4.02,2.00,3.00,50943,,,,,67,518,115,306,368,475,301,1739,401,255,317,1039,1746,71,82,317,57,596,33,1128,302,240,42,201,70,73,666,170,515,621,202,14,387,267,78,133,127,12,379,205,187,176,373,35158,411,1880
